layer,table_name,column_name,datatype,is_pk,is_fk,ref_table
FDP,FDP_CUSTOMER_PROFILE,CUSTOMER_ID,STRING,Y,N
FDP,FDP_CUSTOMER_PROFILE,CUSTOMER_NAME,STRING,N,N
FDP,FDP_CUSTOMER_PROFILE,CUSTOMER_TYPE,STRING,N,N
FDP,FDP_CUSTOMER_PROFILE,KYC_STATUS,STRING,N,N
FDP,FDP_CUSTOMER_PROFILE,CITY,STRING,N,N
FDP,FDP_CUSTOMER_PROFILE,STATE,STRING,N,N
FDP,FDP_CUSTOMER_PROFILE,ACTIVE_ACCOUNTS,NUMBER,N,N
FDP,FDP_CUSTOMER_PROFILE,LOAD_TS,TIMESTAMP,N,N
FDP,FDP_ACCOUNT_BALANCE,ACCOUNT_ID,STRING,Y,N
FDP,FDP_ACCOUNT_BALANCE,CUSTOMER_ID,STRING,N,N
FDP,FDP_ACCOUNT_BALANCE,TOTAL_CREDIT,"NUMBER(18,2)",N,N
FDP,FDP_ACCOUNT_BALANCE,TOTAL_DEBIT,"NUMBER(18,2)",N,N
FDP,FDP_ACCOUNT_BALANCE,CURRENT_BALANCE,"NUMBER(18,2)",N,N
FDP,FDP_ACCOUNT_BALANCE,LAST_TXN_DATE,DATE,N,N
FDP,FDP_ACCOUNT_BALANCE,LOAD_TS,TIMESTAMP,N,N
FDP,FDP_CARD_USAGE,CARD_ID,STRING,Y,N
FDP,FDP_CARD_USAGE,ACCOUNT_ID,STRING,N,N
FDP,FDP_CARD_USAGE,TOTAL_TXNS,NUMBER,N,N
FDP,FDP_CARD_USAGE,TOTAL_SPEND,"NUMBER(18,2)",N,N
FDP,FDP_CARD_USAGE,LAST_USED_DATE,DATE,N,N
FDP,FDP_CARD_USAGE,LOAD_TS,TIMESTAMP,N,N
FDP,FDP_TRANSPORT_SPEND,CUSTOMER_ID,STRING,Y,N
FDP,FDP_TRANSPORT_SPEND,TRANSPORT_MODE,STRING,Y,N
FDP,FDP_TRANSPORT_SPEND,TOTAL_TRIPS,NUMBER,N,N
FDP,FDP_TRANSPORT_SPEND,TOTAL_FARE,"NUMBER(18,2)",N,N
FDP,FDP_TRANSPORT_SPEND,LAST_TRAVEL_DATE,DATE,N,N
FDP,FDP_TRANSPORT_SPEND,LOAD_TS,TIMESTAMP,N,N
