layer,table_name,column_name,datatype,is_pk,is_fk,ref_table
CDP,CDP_FACT_CUSTOMER_DAILY,DATE_ID,DATE,Y,N
CDP,CDP_FACT_CUSTOMER_DAILY,CUSTOMER_ID,STRING,Y,N
CDP,CDP_FACT_CUSTOMER_DAILY,ACCOUNT_ID,STRING,Y,N
CDP,CDP_FACT_CUSTOMER_DAILY,TOTAL_TXNS,NUMBER,N,N
CDP,CDP_FACT_CUSTOMER_DAILY,TOTAL_SPEND,"NUMBER(18,2)",N,N
CDP,CDP_FACT_CUSTOMER_DAILY,TRANSPORT_SPEND,"NUMBER(18,2)",N,N
CDP,CDP_FACT_CUSTOMER_DAILY,CURRENT_BALANCE,"NUMBER(18,2)",N,N
CDP,DIM_CUSTOMER,CUSTOMER_ID,STRING,Y,N
CDP,DIM_CUSTOMER,CUSTOMER_NAME,STRING,N,N
CDP,DIM_CUSTOMER,CUSTOMER_TYPE,STRING,N,N
CDP,DIM_CUSTOMER,CITY,STRING,N,N
CDP,DIM_CUSTOMER,STATE,STRING,N,N
CDP,DIM_CUSTOMER,COUNTRY,STRING,N,N
CDP,DIM_ACCOUNT,ACCOUNT_ID,STRING,Y,N
CDP,DIM_ACCOUNT,ACCOUNT_TYPE,STRING,N,N
CDP,DIM_ACCOUNT,STATUS,STRING,N,N
CDP,DIM_ACCOUNT,OPEN_DATE,DATE,N,N
CDP,DIM_BRANCH,BRANCH_ID,STRING,Y,N
CDP,DIM_BRANCH,BRANCH_NAME,STRING,N,N
CDP,DIM_BRANCH,CITY,STRING,N,N
CDP,DIM_BRANCH,STATE,STRING,N,N
CDP,DIM_TRANSPORT,TRANSPORT_MODE,STRING,Y,N
CDP,DIM_TRANSPORT,ROUTE_ID,STRING,Y,N
CDP,DIM_DATE,DATE_ID,DATE,Y,N
CDP,DIM_DATE,DAY,NUMBER,N,N
CDP,DIM_DATE,MONTH,NUMBER,N,N
CDP,DIM_DATE,YEAR,NUMBER,N,N
CDP,DIM_DATE,QUARTER,NUMBER,N,N
